Site_ID,Latitude,Longitude,IGSN,Description,Physiographic_Feature_Name,COMID,RawCOMID_Used,Country,Methods_and_Flags,Submission_Contact_Name,Submission_Contact_Email,Origin_Study_Code
TCM1,45.7069,-73.4787,10.58052/IEWDR01BT,stream,St. Lawrence River,-9999,N/A,Canada,COMID_Analysis_00; COMID_08,James Stegen,james.stegen@pnnl.gov,STL
TCM1.5,45.5894,-73.4973,10.58052/IEWDR01BQ,stream,St. Lawrence River,-9999,N/A,Canada,COMID_Analysis_00; COMID_08,James Stegen,james.stegen@pnnl.gov,STL
TCM2,45.7051,-73.4556,10.58052/IEWDR01BS,stream,St. Lawrence River,-9999,N/A,Canada,COMID_Analysis_00; COMID_08,James Stegen,james.stegen@pnnl.gov,STL
TCM2.5,45.6758,-73.458,10.58052/IEWDR01BR,stream,St. Lawrence River,-9999,N/A,Canada,COMID_Analysis_00; COMID_08,James Stegen,james.stegen@pnnl.gov,STL
TCM3,45.7038,-73.4447,10.58052/IEWDR01BU,stream,St. Lawrence River,-9999,N/A,Canada,COMID_Analysis_00; COMID_08,James Stegen,james.stegen@pnnl.gov,STL
THI01,44.2132,-76.5457,10.58052/IEWDR01AS,stream,St. Lawrence River,-9999,N/A,Canada,COMID_Analysis_00; COMID_08,James Stegen,james.stegen@pnnl.gov,STL
THI02,44.24024,-76.41803,10.58052/IEWDR01AU,stream,St. Lawrence River,-9999,N/A,Canada,COMID_Analysis_00; COMID_08,James Stegen,james.stegen@pnnl.gov,STL
THI03,44.2593,-76.3784,10.58052/IEWDR01AV,stream,St. Lawrence River,-9999,N/A,Canada,COMID_Analysis_00; COMID_08,James Stegen,james.stegen@pnnl.gov,STL
THI04,44.3034,-76.1969,10.58052/IEWDR01AT,stream,St. Lawrence River,-9999,N/A,Canada,COMID_Analysis_00; COMID_08,James Stegen,james.stegen@pnnl.gov,STL
THI05,44.3232,-76.1668,10.58052/IEWDR01AP,stream,St. Lawrence River,-9999,N/A,Canada,COMID_Analysis_00; COMID_08,James Stegen,james.stegen@pnnl.gov,STL
THI06,44.3244,-76.159,10.58052/IEWDR01AN,stream,St. Lawrence River,-9999,N/A,Canada,COMID_Analysis_00; COMID_08,James Stegen,james.stegen@pnnl.gov,STL
THI07,44.484,-75.8268,10.58052/IEWDR01AR,stream,St. Lawrence River,-9999,N/A,Canada,COMID_Analysis_00; COMID_08,James Stegen,james.stegen@pnnl.gov,STL
TRA1,45.9966,-73.1873,10.58052/IEWDR01C5,stream,St. Lawrence River,-9999,N/A,Canada,COMID_Analysis_00; COMID_08,James Stegen,james.stegen@pnnl.gov,STL
TRA2,46.004,-73.175,10.58052/IEWDR01C7,stream,St. Lawrence River,-9999,N/A,Canada,COMID_Analysis_00; COMID_08,James Stegen,james.stegen@pnnl.gov,STL
TRA3,45.9969,-73.1741,10.58052/IEWDR01C6,stream,St. Lawrence River,-9999,N/A,Canada,COMID_Analysis_00; COMID_08,James Stegen,james.stegen@pnnl.gov,STL
TRO-GAT,44.801195,-121.06603,10.58052/IEWDR00XO,stream,Trout Creek,23732545,TRUE,United States,COMID_Analysis_00; COMID_01,James Stegen,james.stegen@pnnl.gov,WROL
U20,46.898642,-120.642233,10.58052/IEPRS007U,stream,Umtanum Creek,24126427,TRUE,United States,COMID_Analysis_00; COMID_00,Allison Myers-Pigg,allison.myers-pigg@pnnl.gov,YRBT
U22,46.9079,-120.690378,10.58052/IEPRS00V3,stream,Umtanum Creek,24126443,FALSE,United States,COMID_Analysis_00; COMID_06; RawCOMID_24126441; Flag_00,Allison Myers-Pigg,allison.myers-pigg@pnnl.gov,N/A
W10,46.867453,-120.77439,10.58052/IEPRS007T,stream,Wenas Creek,24126509,TRUE,United States,COMID_Analysis_00; COMID_00,Allison Myers-Pigg,allison.myers-pigg@pnnl.gov,YRBT
W20,46.832844,-120.710935,10.58052/IEPRS007S,stream,Wenas Creek,24126487,TRUE,United States,COMID_Analysis_00; COMID_00,Allison Myers-Pigg,allison.myers-pigg@pnnl.gov,YRBT
WHY-SIS,44.287949,-121.544078,10.58052/IEWDR00XP,stream,Whychus Creek,23700305,TRUE,United States,COMID_Analysis_00; COMID_02,James Stegen,james.stegen@pnnl.gov,WROL
WIL-COR,44.566361,-123.256806,10.58052/IEWDR00XQ,stream,Willamette River at Corvallis,23762877,TRUE,United States,COMID_Analysis_00; COMID_02,James Stegen,james.stegen@pnnl.gov,WROL
WIL-GOS,43.9806,-122.9653,10.58052/IEWDR00XR,stream,Coast Fork Willamette River,23759228,TRUE,United States,COMID_Analysis_00; COMID_01,James Stegen,james.stegen@pnnl.gov,WROL
WIL-HAR,44.2701246,-123.1748105,10.58052/IEWDR00XS,stream,Willamette River at Harrisburg,23763337,TRUE,United States,COMID_Analysis_00; COMID_02; COMID_05,James Stegen,james.stegen@pnnl.gov,WROL
WIL-JAS,43.9983,-122.905,10.58052/IEWDR00XT,stream,Middle Fork Willamette River,23751778,FALSE,United States,COMID_Analysis_00; COMID_06; RawCOMID_23752718; Flag_00,James Stegen,james.stegen@pnnl.gov,WROL
WIL-POR,45.5175,-122.6692,10.58052/IEWDR00XU,stream,Willamette River at Portland,23815040,TRUE,United States,COMID_Analysis_00; COMID_02,James Stegen,james.stegen@pnnl.gov,WROL
YDE21_001,77.94,14.27,10.58052/IEWDR00MZ,groundwater spring,Vestre Grønfjordbreen proximal (VGFB1),-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_002,77.93,14.32,10.58052/IEWDR00N0,groundwater spring,Austre Grønfjordbreen proximal (AGFBp),-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_003,77.83,17.06,10.58052/IEWDR00N1,groundwater spring,Vallåkrabreen Groundwater Spring (GW1),-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_004,77.84,17.07,10.58052/IEWDR00N2,stream,Vallåkrabreen Up Stream Station,-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_005,77.84,17.07,10.58052/IEWDR00N3,stream,Vallåkrabreen Up Stream Station,-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_006,77.84,17.07,10.58052/IEWDR00N4,stream,Vallåkrabreen Up Stream Station,-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_007,77.84,17.07,10.58052/IEWDR00N5,stream,Vallåkrabreen Up Stream Station,-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_008,77.84,17.07,10.58052/IEWDR00N6,stream,Vallåkrabreen Up Stream Station,-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_009,77.83,17.06,10.58052/IEWDR00N7,groundwater spring,Vallåkrabreen Groundwater Station (GW2),-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_01_SED,77.84,17.07,10.58052/IEWDR00OH,stream,Vallåkrabreen Up Stream Station,-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_010,77.84,17.07,10.58052/IEWDR00N8,stream,Vallåkrabreen Up Stream Station,-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_011,77.84,17.07,10.58052/IEWDR00N9,stream,Vallåkrabreen Up Stream Station,-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_012,77.84,17.07,10.58052/IEWDR00NA,stream,Vallåkrabreen Up Stream Station,-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_013,77.84,17.07,10.58052/IEWDR00NB,stream,Vallåkrabreen Up Stream Station,-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_014,77.84,17.07,10.58052/IEWDR00NC,stream,Vallåkrabreen Up Stream Station,-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_015,77.85,16.92,10.58052/IEWDR00ND,stream,Bjartfonna,-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_016,77.84,17.07,10.58052/IEWDR00NE,stream,Vallåkrabreen Up Stream Station,-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_017,77.75,17.04,10.58052/IEWDR00NF,stream,Scheelebreen Main River,-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_018,77.84,17.07,10.58052/IEWDR00NG,stream,Vallåkrabreen Up Stream Station,-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_019,77.83,17.1,10.58052/IEWDR00NH,stream,Cirque glacier on Majorfjellet,-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_02_SED,77.84,17.07,10.58052/IEWDR00OI,glacier,Vallåkrabreen Basal Sediment,-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_020,77.83,17.13,10.58052/IEWDR00NI,stream,Lognbreen River at Glacier Margin,-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_021,77.84,17.07,10.58052/IEWDR00NJ,stream,Vallåkrabreen Up Stream Station,-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_022,77.85,17.1,10.58052/IEWDR00NK,cryoconite,VLR Cryoconite 1,-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_023,77.84,17.07,10.58052/IEWDR00NL,stream,"Vallåkrabreen Up Stream Station, Diurnal Sample 1",-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_024,77.84,17.07,10.58052/IEWDR00NM,stream,"Vallåkrabreen Up Stream Station, Diurnal Sample 2",-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_025,77.84,17.07,10.58052/IEWDR00NN,stream,"Vallåkrabreen Up Stream Station, Diurnal Sample 3",-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_026,77.84,17.07,10.58052/IEWDR00NO,stream,"Vallåkrabreen Up Stream Station, Diurnal Sample 4",-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_027,77.84,17.07,10.58052/IEWDR00NP,stream,"Vallåkrabreen Up Stream Station, Diurnal Sample 5",-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_028,77.84,17.07,10.58052/IEWDR00NQ,stream,"Vallåkrabreen Up Stream Station, Diurnal Sample 6",-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_029,77.84,17.07,10.58052/IEWDR00NR,stream,"Vallåkrabreen Up Stream Station, Diurnal Sample 7",-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_030,77.84,17.07,10.58052/IEWDR00NS,stream,Vallåkrabreen Up Stream Station,-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_031,77.83,17.06,10.58052/IEWDR00NT,groundwater spring,GW Transect Sample 1 (GW4),-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_032,77.83,17.06,10.58052/IEWDR00NU,groundwater spring,GW Transect Sample 2 (GW3),-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_033,77.83,17.06,10.58052/IEWDR00NV,groundwater spring,GW Transect Sample 3 (Spring formed below where GW1 was),-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_034,77.83,17.06,10.58052/IEWDR00NW,groundwater spring,GW Transect Sample 4,-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_035,77.83,17.04,10.58052/IEWDR00NX,groundwater spring,GW Transect Sample 5,-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_036,77.84,17.07,10.58052/IEWDR00NY,stream,Vallåkrabreen Up Stream Station,-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_037,77.84,17.07,10.58052/IEWDR00NZ,stream,Vallåkrabreen Up Stream Station,-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_038,77.81,16.98,10.58052/IEWDR00O0,stream,Metabolites River Transect Sample 1 (outlet to fjord),-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_039,77.82,17.01,10.58052/IEWDR00O1,stream,Metabolites River Transect Sample 2 (outlet of canyon),-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_040,77.83,17.04,10.58052/IEWDR00O2,stream,Metabolites River Transect Sample 3 (within canyon area),-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_041,77.83,17.05,10.58052/IEWDR00O3,stream,Metabolites River Transect Sample 4 (bulk station),-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_042,77.83,17.06,10.58052/IEWDR00O4,stream,Metabolites River Transect Sample 5 (after groundwater section),-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_043,77.83,17.06,10.58052/IEWDR00O5,stream,Metabolites River Transect Sample 6 (after Lognbreen river),-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_044,77.84,17.07,10.58052/IEWDR00O6,stream,Metabolites River Transect Sample 7 (VLR US station),-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_045,77.84,17.07,10.58052/IEWDR00O7,stream,Metabolites River Transect Sample 8 (supraglacial stream),-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_046,77.84,17.07,10.58052/IEWDR00O8,stream,Metabolites River Transect Sample 9 (main subglacial river),-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_047,77.85,17.11,10.58052/IEWDR00O9,cryoconite,VLR Cryoconite 2,-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_048,77.85,17.11,10.58052/IEWDR00OA,cryoconite,VLR Cryoconite 3,-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_049,77.84,17.07,10.58052/IEWDR00OB,stream,Vallåkrabreen Up Stream Station,-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_050,77.83,17.06,10.58052/IEWDR00OC,groundwater spring,"Neighboring Pool to VLR Groundwater Station (GW3, vent #6)",-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_051,77.84,17.07,10.58052/IEWDR00OD,stream,Vallåkrabreen Up Stream Station,-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_052,77.84,17.07,10.58052/IEWDR00OE,stream,Vallåkrabreen Up Stream Station,-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_053,77.84,17.07,10.58052/IEWDR00OF,stream,Vallåkrabreen Up Stream Station,-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE21_054,78.15,16.11,10.58052/IEWDR00OG,stream,Foxfonna Melt River,-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE21
YDE22_055,77.77425,17.02998,10.58052/IEWDR01TT,stream,Scheelebreen West Melt River,-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE22
YDE22_056,77.76979,17.10647,10.58052/IEWDR01TU,stream,Scheelebreen East Melt River,-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE22
YDE22_057,77.74734,17.14457,10.58052/IEWDR01TV,stream,Peisbreen Melt River,-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE22
YDE22_058,77.78107,16.90922,10.58052/IEWDR01TW,stream,Lunabreen Melt River,-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE22
YDE22_059,77.83103,17.1226,10.58052/IEWDR01TX,stream,Lognbreen Melt River,-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE22
YDE22_060,77.81152,17.2076,10.58052/IEWDR01TY,stream,Mettebreen Melt River,-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE22
YDE22_061,77.76906,16.81508,10.58052/IEWDR01TZ,stream,Høgbreen Melt River,-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE22
YDE22_062,77.78743,16.74347,10.58052/IEWDR01U0,stream,Elektrobreen Melt River,-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE22
YDE22_063,77.79423,16.67507,10.58052/IEWDR01U1,stream,Bessemerbreen Melt River,-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE22
YDE22_064,77.72347,16.51106,10.58052/IEWDR01U2,stream,Svalbreen Melt River,-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE22
YDE22_065,77.86026,16.91277,10.58052/IEWDR01U3,stream,Stabarpbreen Melt River,-9999,N/A,Norway,COMID_08,James Stegen,james.stegen@pnnl.gov,YDE22
YEP1,46.372907,-119.272176,10.58052/IEPRS01EB,stream,Columbia River,24415028,TRUE,United States,COMID_Analysis_01; COMID_00,James Stegen,james.stegen@pnnl.gov,YEP
YEP2,46.3729,-119.272098,10.58052/IEPRS01EA,stream,Columbia River,24415028,TRUE,United States,COMID_Analysis_01; COMID_00,James Stegen,james.stegen@pnnl.gov,YEP
